id,genders,ages,nationalities,number_of_stops,time_of_day,market_0,market_1,market_2,market_3,market_4,market_5,market_6,market_7,market_8,market_9,market_10,market_11,market_12,market_13,market_14,time_market_0,time_market_1,time_market_2,time_market_3,time_market_4,time_market_5,time_market_6,time_market_7,time_market_8,time_market_9,time_market_10,time_market_11,time_market_12,time_market_13,time_market_14,rate_market_0,rate_market_1,rate_market_2,rate_market_3,rate_market_4,rate_market_5,rate_market_6,rate_market_7,rate_market_8,rate_market_9,rate_market_10,rate_market_11,rate_market_12,rate_market_13,rate_market_14
15,female,21-35,India,9,1PM-4PM,0,5,120,123,126,245,361,366,368,*,*,*,*,*,*,11,17,5,3,12,17,12,12,13,0,0,0,0,0,0,3,4,2,2,3,4,3,3,3,0,0,0,0,0,0
16,male,21-35,Egypt,6,8PM-12PM,1,120,123,137,257,364,*,*,*,*,*,*,*,*,*,30,21,20,10,29,9,0,0,0,0,0,0,0,0,0,5,4,4,3,5,3,0,0,0,0,0,0,0,0,0
17,female,21-35,Philippines,9,8PM-12PM,4,109,120,121,136,245,246,361,363,*,*,*,*,*,*,11,13,10,16,14,16,4,12,16,0,0,0,0,0,0,3,3,3,3,3,3,2,3,3,0,0,0,0,0,0
18,female,55-99,India,9,11AM-1PM,3,5,6,110,114,133,258,361,362,*,*,*,*,*,*,3,11,10,5,6,10,7,7,7,0,0,0,0,0,0,2,3,3,2,2,3,3,3,3,0,0,0,0,0,0
19,female,21-35,India,9,12AM-8AM,121,124,127,139,245,255,362,366,367,*,*,*,*,*,*,24,7,11,14,25,4,18,15,5,0,0,0,0,0,0,5,3,3,3,5,2,4,3,2,0,0,0,0,0,0
20,male,21-35,Others,8,8AM-11AM,0,3,245,246,256,258,361,370,*,*,*,*,*,*,*,16,19,11,25,25,26,21,13,0,0,0,0,0,0,0,3,4,3,5,5,5,4,3,0,0,0,0,0,0,0
21,male,21-35,Nepal,9,12AM-8AM,0,121,133,245,246,252,361,366,371,*,*,*,*,*,*,11,6,5,12,8,7,5,14,3,0,0,0,0,0,0,3,2,2,3,3,3,2,3,2,0,0,0,0,0,0
22,male,21-35,Egypt,7,11AM-1PM,0,123,125,252,256,257,371,*,*,*,*,*,*,*,*,7,10,32,9,33,24,18,0,0,0,0,0,0,0,0,3,3,5,3,5,5,4,0,0,0,0,0,0,0,0
23,male,21-35,India,7,1PM-4PM,1,3,124,244,247,361,364,*,*,*,*,*,*,*,*,13,20,14,10,4,7,11,0,0,0,0,0,0,0,0,3,4,3,3,2,3,3,0,0,0,0,0,0,0,0
24,female,21-35,India,11,8AM-11AM,0,3,4,114,121,124,245,247,248,361,366,*,*,*,*,9,6,10,15,14,4,6,3,9,11,7,0,0,0,0,3,2,3,3,3,2,2,2,3,3,3,0,0,0,0
25,male,41-55,Philippines,6,4PM-8PM,3,4,5,246,258,361,*,*,*,*,*,*,*,*,*,22,5,7,14,12,11,0,0,0,0,0,0,0,0,0,4,2,3,3,3,3,0,0,0,0,0,0,0,0,0
26,male,41-55,India,7,8AM-11AM,4,5,114,116,120,257,258,*,*,*,*,*,*,*,*,16,30,21,11,9,32,6,0,0,0,0,0,0,0,0,3,5,4,3,3,5,2,0,0,0,0,0,0,0,0
27,male,36-40,Philippines,8,8AM-11AM,1,5,121,135,250,257,368,370,*,*,*,*,*,*,*,17,9,18,8,9,22,19,22,0,0,0,0,0,0,0,4,3,4,3,3,4,4,4,0,0,0,0,0,0,0
28,female,55-99,India,11,4PM-8PM,5,121,123,124,126,258,362,366,367,368,372,*,*,*,*,13,10,9,18,9,6,14,18,3,8,4,0,0,0,0,3,3,3,4,3,2,3,4,2,3,2,0,0,0,0
29,female,21-35,India,9,4PM-8PM,5,110,117,120,126,133,361,366,371,*,*,*,*,*,*,6,19,15,26,29,30,22,12,11,0,0,0,0,0,0,2,4,3,5,5,5,4,3,3,0,0,0,0,0,0
30,female,41-55,Philippines,9,1PM-4PM,5,109,114,126,127,135,256,258,374,*,*,*,*,*,*,7,12,17,28,16,17,14,10,21,0,0,0,0,0,0,3,3,4,5,3,4,3,3,4,0,0,0,0,0,0
31,male,21-35,Philippines,7,8AM-11AM,120,121,123,136,256,361,370,*,*,*,*,*,*,*,*,12,13,12,7,11,4,14,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0
32,male,21-35,India,7,8AM-11AM,3,109,127,246,362,363,367,*,*,*,*,*,*,*,*,15,13,14,5,15,10,6,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,0,0,0,0,0,0,0,0
33,male,21-35,India,7,8PM-12PM,121,139,252,253,362,370,371,*,*,*,*,*,*,*,*,6,23,24,27,26,9,5,0,0,0,0,0,0,0,0,2,4,5,5,5,3,2,0,0,0,0,0,0,0,0
34,male,21-35,Philippines,7,12AM-8AM,135,138,245,247,248,257,363,*,*,*,*,*,*,*,*,18,23,22,26,10,13,11,0,0,0,0,0,0,0,0,4,4,4,5,3,3,3,0,0,0,0,0,0,0,0
35,male,21-35,Others,6,4PM-8PM,244,245,246,257,362,367,*,*,*,*,*,*,*,*,*,27,14,43,43,18,18,0,0,0,0,0,0,0,0,0,5,3,5,5,4,4,0,0,0,0,0,0,0,0,0
36,male,21-35,Others,6,8PM-12PM,3,119,122,123,256,362,*,*,*,*,*,*,*,*,*,21,20,10,6,19,19,0,0,0,0,0,0,0,0,0,4,4,3,2,4,4,0,0,0,0,0,0,0,0,0
37,female,41-55,Nigeria,11,8PM-12PM,109,110,123,139,252,258,361,362,371,372,374,*,*,*,*,11,8,9,10,8,11,5,4,6,8,3,0,0,0,0,3,3,3,3,3,3,2,2,2,3,2,0,0,0,0
38,male,41-55,Others,7,4PM-8PM,3,6,109,252,257,260,362,*,*,*,*,*,*,*,*,12,7,16,22,26,27,22,0,0,0,0,0,0,0,0,3,3,3,4,5,5,4,0,0,0,0,0,0,0,0
39,male,41-55,Philippines,8,8PM-12PM,4,5,123,126,138,252,256,258,*,*,*,*,*,*,*,6,20,14,18,21,14,12,12,0,0,0,0,0,0,0,2,4,3,4,4,3,3,3,0,0,0,0,0,0,0
40,female,41-55,India,11,8PM-12PM,5,109,121,124,126,245,255,256,257,258,372,*,*,*,*,10,10,4,8,3,4,10,3,10,10,8,0,0,0,0,3,3,2,3,2,2,3,2,3,3,3,0,0,0,0
41,male,36-40,Egypt,8,1PM-4PM,3,120,126,252,256,362,372,374,*,*,*,*,*,*,*,13,15,19,6,11,6,22,19,0,0,0,0,0,0,0,3,3,4,2,3,2,4,4,0,0,0,0,0,0,0
42,female,21-35,Others,10,8AM-11AM,121,123,133,136,139,244,245,248,364,365,*,*,*,*,*,22,22,15,21,8,6,23,7,24,4,0,0,0,0,0,4,4,3,4,3,2,4,3,5,2,0,0,0,0,0
43,female,21-35,Philippines,9,8PM-12PM,3,4,5,109,245,252,362,363,364,*,*,*,*,*,*,4,15,19,20,6,12,6,3,9,0,0,0,0,0,0,2,3,4,4,2,3,2,2,3,0,0,0,0,0,0
44,female,41-55,Others,11,8AM-11AM,3,4,109,114,124,127,135,256,258,369,374,*,*,*,*,19,16,10,6,12,17,21,7,16,17,5,0,0,0,0,4,3,3,2,3,4,4,3,3,4,2,0,0,0,0
45,female,21-35,SriLanka,11,8PM-12PM,2,3,4,5,123,127,133,248,252,362,363,*,*,*,*,4,19,12,4,14,21,14,9,8,4,18,0,0,0,0,2,4,3,2,3,4,3,3,3,2,4,0,0,0,0
46,male,36-40,Nigeria,9,8AM-11AM,4,109,120,123,133,252,256,361,363,*,*,*,*,*,*,17,15,9,15,17,16,7,16,15,0,0,0,0,0,0,4,3,3,3,4,3,3,3,3,0,0,0,0,0,0
47,male,21-35,Philippines,9,11AM-1PM,2,3,120,127,135,136,245,256,361,*,*,*,*,*,*,23,21,12,16,19,14,30,11,11,0,0,0,0,0,0,4,4,3,3,4,3,5,3,3,0,0,0,0,0,0
48,male,55-99,India,8,11AM-1PM,6,123,135,136,256,258,367,370,*,*,*,*,*,*,*,5,11,8,8,14,8,16,15,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0
49,male,21-35,Philippines,7,1PM-4PM,126,127,246,252,256,361,362,*,*,*,*,*,*,*,*,32,18,26,20,24,23,10,0,0,0,0,0,0,0,0,5,4,5,4,5,4,3,0,0,0,0,0,0,0,0
50,female,21-35,Others,8,4PM-8PM,3,4,6,120,133,137,139,363,*,*,*,*,*,*,*,7,15,12,29,12,13,15,8,0,0,0,0,0,0,0,3,3,3,5,3,3,3,3,0,0,0,0,0,0,0
51,male,21-35,Others,7,11AM-1PM,126,135,257,361,362,369,370,*,*,*,*,*,*,*,*,8,15,9,11,13,14,9,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
52,male,41-55,Others,7,11AM-1PM,6,110,114,133,252,370,371,*,*,*,*,*,*,*,*,7,32,11,17,30,10,17,0,0,0,0,0,0,0,0,3,5,3,4,5,3,4,0,0,0,0,0,0,0,0
53,male,21-35,India,7,12AM-8AM,0,130,252,257,361,366,371,*,*,*,*,*,*,*,*,12,20,7,19,10,21,7,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0
54,female,21-35,Others,10,4PM-8PM,0,124,133,135,139,245,255,361,362,363,*,*,*,*,*,13,15,10,31,24,7,20,26,6,8,0,0,0,0,0,3,3,3,5,5,3,4,5,2,3,0,0,0,0,0
55,male,36-40,India,9,4PM-8PM,4,109,120,121,123,133,139,244,252,*,*,*,*,*,*,19,17,19,6,15,17,21,19,18,0,0,0,0,0,0,4,4,4,2,3,4,4,4,4,0,0,0,0,0,0
56,female,21-35,India,9,1PM-4PM,3,127,129,139,245,361,362,366,367,*,*,*,*,*,*,16,16,18,4,12,13,14,4,18,0,0,0,0,0,0,3,3,4,2,3,3,3,2,4,0,0,0,0,0,0
57,female,21-35,Nepal,9,8PM-12PM,1,126,139,256,362,365,367,368,369,*,*,*,*,*,*,8,10,14,13,14,15,10,7,15,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
58,female,41-55,India,8,12AM-8AM,5,6,124,133,247,258,259,372,*,*,*,*,*,*,*,12,3,7,14,14,7,7,13,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,0,0,0,0,0,0,0
59,male,21-35,India,6,11AM-1PM,3,6,120,132,245,246,*,*,*,*,*,*,*,*,*,11,36,18,42,12,46,0,0,0,0,0,0,0,0,0,3,5,4,5,3,5,0,0,0,0,0,0,0,0,0
60,female,21-35,Philippines,11,8AM-11AM,0,2,4,5,110,114,120,124,135,244,248,*,*,*,*,3,7,5,6,2,9,8,10,8,3,9,0,0,0,0,2,3,2,2,1,3,3,3,3,2,3,0,0,0,0
61,male,41-55,Philippines,8,1PM-4PM,5,123,136,245,252,256,370,371,*,*,*,*,*,*,*,6,9,22,19,14,9,23,20,0,0,0,0,0,0,0,2,3,4,4,3,3,4,4,0,0,0,0,0,0,0
62,male,21-35,India,7,1PM-4PM,1,5,120,138,245,257,258,*,*,*,*,*,*,*,*,22,18,12,22,21,7,13,0,0,0,0,0,0,0,0,4,4,3,4,4,3,3,0,0,0,0,0,0,0,0
63,female,21-35,Philippines,9,12AM-8AM,4,5,121,135,139,244,245,256,362,*,*,*,*,*,*,8,19,7,12,6,25,6,13,31,0,0,0,0,0,0,3,4,3,3,2,5,2,3,5,0,0,0,0,0,0
64,female,21-35,Philippines,8,8AM-11AM,5,6,121,133,244,249,260,368,*,*,*,*,*,*,*,5,10,6,17,23,13,23,7,0,0,0,0,0,0,0,2,3,2,4,4,3,4,3,0,0,0,0,0,0,0
65,male,21-35,India,8,4PM-8PM,2,122,126,133,136,246,361,366,*,*,*,*,*,*,*,18,18,3,8,14,15,18,15,0,0,0,0,0,0,0,4,4,2,3,3,3,4,3,0,0,0,0,0,0,0
66,male,21-35,Pakistan,6,8PM-12PM,1,126,127,257,361,370,*,*,*,*,*,*,*,*,*,17,17,20,39,26,25,0,0,0,0,0,0,0,0,0,4,4,4,5,5,5,0,0,0,0,0,0,0,0,0
67,male,36-40,Pakistan,6,8PM-12PM,2,5,6,109,246,256,*,*,*,*,*,*,*,*,*,31,35,15,20,10,34,0,0,0,0,0,0,0,0,0,5,5,3,4,3,5,0,0,0,0,0,0,0,0,0
68,female,36-40,Others,10,8AM-11AM,3,5,121,124,134,139,248,256,363,374,*,*,*,*,*,21,26,13,15,13,22,21,17,20,7,0,0,0,0,0,4,5,3,3,3,4,4,4,4,3,0,0,0,0,0
69,male,41-55,Others,8,4PM-8PM,3,123,125,133,252,255,256,371,*,*,*,*,*,*,*,28,8,20,6,29,25,21,13,0,0,0,0,0,0,0,5,3,4,2,5,5,4,3,0,0,0,0,0,0,0
70,male,21-35,Philippines,9,8PM-12PM,0,122,123,135,136,137,257,367,369,*,*,*,*,*,*,8,11,12,11,9,13,8,14,8,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
71,male,41-55,Philippines,7,1PM-4PM,0,5,109,126,246,250,370,*,*,*,*,*,*,*,*,16,12,16,12,4,12,18,0,0,0,0,0,0,0,0,3,3,3,3,2,3,4,0,0,0,0,0,0,0,0
72,female,21-35,Others,9,8AM-11AM,1,116,123,135,255,257,361,365,368,*,*,*,*,*,*,13,8,13,9,5,9,7,15,7,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,0,0,0,0,0,0
73,female,21-35,Others,10,4PM-8PM,1,3,6,124,133,245,246,248,256,362,*,*,*,*,*,10,10,7,15,6,12,16,14,11,13,0,0,0,0,0,3,3,3,3,2,3,3,3,3,3,0,0,0,0,0
74,female,36-40,Others,10,11AM-1PM,2,6,120,121,124,136,139,256,362,367,*,*,*,*,*,7,4,12,8,19,13,8,7,22,21,0,0,0,0,0,3,2,3,3,4,3,3,3,4,4,0,0,0,0,0
75,male,21-35,Others,7,11AM-1PM,125,252,256,361,363,366,368,*,*,*,*,*,*,*,*,16,18,21,10,6,19,16,0,0,0,0,0,0,0,0,3,4,4,3,2,4,3,0,0,0,0,0,0,0,0
76,male,41-55,India,8,8AM-11AM,133,136,139,247,252,257,258,259,*,*,*,*,*,*,*,18,11,17,16,8,17,13,8,0,0,0,0,0,0,0,4,3,4,3,3,4,3,3,0,0,0,0,0,0,0
77,female,21-35,Philippines,10,8PM-12PM,0,5,117,118,120,133,135,136,139,362,*,*,*,*,*,7,13,6,12,12,8,3,8,6,9,0,0,0,0,0,3,3,2,3,3,3,2,3,2,3,0,0,0,0,0
78,male,21-35,Philippines,7,8AM-11AM,0,1,110,140,256,257,362,*,*,*,*,*,*,*,*,27,10,10,25,10,28,19,0,0,0,0,0,0,0,0,5,3,3,5,3,5,4,0,0,0,0,0,0,0,0
79,female,41-55,India,10,8PM-12PM,5,109,114,117,124,133,259,361,362,366,*,*,*,*,*,7,7,11,2,2,8,6,8,11,7,0,0,0,0,0,3,3,3,1,1,3,2,3,3,3,0,0,0,0,0
80,male,41-55,Philippines,7,1PM-4PM,3,121,122,126,135,244,247,*,*,*,*,*,*,*,*,14,10,21,10,12,22,5,0,0,0,0,0,0,0,0,3,3,4,3,3,4,2,0,0,0,0,0,0,0,0
81,male,21-35,Pakistan,8,8PM-12PM,0,3,133,137,139,142,246,363,*,*,*,*,*,*,*,7,8,10,13,14,3,9,9,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3,0,0,0,0,0,0,0
82,female,21-35,Others,9,4PM-8PM,0,109,119,121,245,363,366,367,374,*,*,*,*,*,*,9,7,22,13,16,8,23,20,20,0,0,0,0,0,0,3,3,4,3,3,3,4,4,4,0,0,0,0,0,0
83,male,21-35,India,9,11AM-1PM,1,2,123,127,135,138,256,257,367,*,*,*,*,*,*,24,7,25,5,14,10,25,8,11,0,0,0,0,0,0,5,3,5,2,3,3,5,3,3,0,0,0,0,0,0
84,male,21-35,Philippines,6,11AM-1PM,1,4,136,252,361,368,*,*,*,*,*,*,*,*,*,16,12,4,4,10,18,0,0,0,0,0,0,0,0,0,3,3,2,2,3,4,0,0,0,0,0,0,0,0,0
85,female,21-35,India,8,8PM-12PM,3,120,126,244,247,255,362,366,*,*,*,*,*,*,*,18,19,7,13,17,10,7,15,0,0,0,0,0,0,0,4,4,3,3,4,3,3,3,0,0,0,0,0,0,0
86,female,21-35,Pakistan,11,8PM-12PM,4,121,123,133,139,245,247,248,258,362,363,*,*,*,*,10,10,10,8,8,1,5,2,8,4,8,0,0,0,0,3,3,3,3,3,1,2,1,3,2,3,0,0,0,0
87,female,21-35,India,9,8AM-11AM,0,1,120,124,128,135,245,361,365,*,*,*,*,*,*,27,13,25,20,5,21,12,21,15,0,0,0,0,0,0,5,3,5,4,2,4,3,4,3,0,0,0,0,0,0
88,male,21-35,India,8,8AM-11AM,0,4,126,133,136,244,245,247,*,*,*,*,*,*,*,17,19,17,17,7,3,12,8,0,0,0,0,0,0,0,4,4,4,4,3,2,3,3,0,0,0,0,0,0,0
89,male,21-35,India,8,8AM-11AM,3,4,128,136,245,252,257,361,*,*,*,*,*,*,*,9,6,18,18,10,12,12,14,0,0,0,0,0,0,0,3,2,4,4,3,3,3,3,0,0,0,0,0,0,0
90,male,36-40,Philippines,8,11AM-1PM,2,109,139,250,252,256,363,368,*,*,*,*,*,*,*,5,14,15,7,15,14,14,9,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0
91,female,41-55,India,6,11AM-1PM,110,121,124,126,362,370,*,*,*,*,*,*,*,*,*,18,27,25,32,16,18,0,0,0,0,0,0,0,0,0,4,5,5,5,3,4,0,0,0,0,0,0,0,0,0
92,male,41-55,Others,9,8PM-12PM,7,109,114,127,255,256,257,258,374,*,*,*,*,*,*,13,9,6,18,13,8,14,18,6,0,0,0,0,0,0,3,3,2,4,3,3,3,4,2,0,0,0,0,0,0
93,female,41-55,India,9,1PM-4PM,3,5,7,109,114,121,124,256,258,*,*,*,*,*,*,14,8,13,3,11,10,7,8,12,0,0,0,0,0,0,3,3,3,2,3,3,3,3,3,0,0,0,0,0,0
94,female,36-40,India,11,4PM-8PM,0,6,122,124,126,133,135,139,256,361,372,*,*,*,*,13,3,8,14,4,13,8,14,11,4,13,0,0,0,0,3,2,3,3,2,3,3,3,3,2,3,0,0,0,0
95,male,21-35,India,6,8PM-12PM,0,2,124,126,361,367,*,*,*,*,*,*,*,*,*,28,6,11,18,25,17,0,0,0,0,0,0,0,0,0,5,2,3,4,5,4,0,0,0,0,0,0,0,0,0
96,female,21-35,Philippines,10,4PM-8PM,0,120,124,126,128,133,255,362,363,365,*,*,*,*,*,13,24,8,18,21,17,8,18,6,9,0,0,0,0,0,3,5,3,4,4,4,3,4,2,3,0,0,0,0,0
97,female,21-35,India,10,8AM-11AM,124,134,135,245,247,252,361,366,367,370,*,*,*,*,*,10,26,15,12,19,26,10,8,17,26,0,0,0,0,0,3,5,3,3,4,5,3,3,4,5,0,0,0,0,0
98,male,21-35,India,8,11AM-1PM,0,4,121,124,135,137,252,256,*,*,*,*,*,*,*,7,8,15,18,14,5,21,9,0,0,0,0,0,0,0,3,3,3,4,3,2,4,3,0,0,0,0,0,0,0
99,male,21-35,Philippines,10,11AM-1PM,1,120,121,245,246,249,256,361,367,369,*,*,*,*,*,24,6,15,13,19,18,19,25,22,11,0,0,0,0,0,5,2,3,3,4,4,4,5,4,3,0,0,0,0,0
100,female,21-35,Philippines,10,8AM-11AM,0,4,121,124,139,249,255,256,362,364,*,*,*,*,*,17,13,17,4,3,20,19,8,10,12,0,0,0,0,0,4,3,4,2,2,4,4,3,3,3,0,0,0,0,0
101,male,36-40,India,7,8AM-11AM,4,6,109,120,252,361,363,*,*,*,*,*,*,*,*,21,24,16,26,6,24,16,0,0,0,0,0,0,0,0,4,5,3,5,2,5,3,0,0,0,0,0,0,0,0
102,male,21-35,Philippines,7,1PM-4PM,0,1,6,119,128,248,256,*,*,*,*,*,*,*,*,12,6,21,14,19,27,12,0,0,0,0,0,0,0,0,3,2,4,3,4,5,3,0,0,0,0,0,0,0,0
103,male,21-35,Pakistan,8,8AM-11AM,3,120,133,135,244,246,257,362,*,*,*,*,*,*,*,11,32,15,12,42,11,11,9,0,0,0,0,0,0,0,3,5,3,3,5,3,3,3,0,0,0,0,0,0,0
104,female,21-35,India,9,4PM-8PM,1,6,110,123,133,247,248,362,371,*,*,*,*,*,*,13,7,8,23,23,10,20,6,19,0,0,0,0,0,0,3,3,3,4,4,3,4,2,4,0,0,0,0,0,0
105,male,41-55,Pakistan,7,12AM-8AM,5,109,117,121,123,135,370,*,*,*,*,*,*,*,*,13,25,23,8,24,8,17,0,0,0,0,0,0,0,0,3,5,4,3,5,3,4,0,0,0,0,0,0,0,0
106,male,21-35,Others,8,4PM-8PM,1,127,139,245,252,361,362,363,*,*,*,*,*,*,*,16,7,5,17,9,13,16,11,0,0,0,0,0,0,0,3,3,2,4,3,3,3,3,0,0,0,0,0,0,0
107,male,21-35,Philippines,9,4PM-8PM,0,2,5,121,123,136,244,361,366,*,*,*,*,*,*,22,6,13,7,20,6,6,18,22,0,0,0,0,0,0,4,2,3,3,4,2,2,4,4,0,0,0,0,0,0
108,male,21-35,Nigeria,8,11AM-1PM,0,114,127,136,245,247,256,366,*,*,*,*,*,*,*,18,18,8,37,39,19,13,24,0,0,0,0,0,0,0,4,4,3,5,5,4,3,5,0,0,0,0,0,0,0
109,male,21-35,Others,9,11AM-1PM,2,133,140,245,246,256,257,361,366,*,*,*,*,*,*,24,13,14,22,22,6,23,13,12,0,0,0,0,0,0,5,3,3,4,4,2,4,3,3,0,0,0,0,0,0
110,female,55-99,Others,10,1PM-4PM,5,6,110,121,124,127,252,361,366,368,*,*,*,*,*,9,3,10,16,8,15,10,8,8,9,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,0,0,0,0,0
111,male,21-35,Philippines,7,8PM-12PM,0,3,5,133,256,361,368,*,*,*,*,*,*,*,*,7,37,14,13,29,34,31,0,0,0,0,0,0,0,0,3,5,3,3,5,5,5,0,0,0,0,0,0,0,0
112,male,21-35,Philippines,8,1PM-4PM,3,123,133,137,139,247,363,371,*,*,*,*,*,*,*,16,17,10,24,14,10,35,28,0,0,0,0,0,0,0,3,4,3,5,3,3,5,5,0,0,0,0,0,0,0
113,female,21-35,India,8,12AM-8AM,0,2,3,141,245,255,361,368,*,*,*,*,*,*,*,8,4,10,19,17,16,22,8,0,0,0,0,0,0,0,3,2,3,4,4,3,4,3,0,0,0,0,0,0,0
114,female,21-35,Others,12,8AM-11AM,0,3,4,120,121,124,245,248,258,362,367,369,*,*,*,6,7,4,14,10,12,10,7,6,9,3,9,0,0,0,2,3,2,3,3,3,3,3,2,3,2,3,0,0,0
115,female,21-35,India,10,8AM-11AM,0,3,116,123,126,244,257,361,362,363,*,*,*,*,*,17,12,8,24,19,8,5,12,12,21,0,0,0,0,0,4,3,3,5,4,3,2,3,3,4,0,0,0,0,0
116,female,21-35,India,7,8AM-11AM,1,2,4,109,248,361,363,*,*,*,*,*,*,*,*,20,19,5,24,6,20,21,0,0,0,0,0,0,0,0,4,4,2,5,2,4,4,0,0,0,0,0,0,0,0
117,male,41-55,Philippines,9,1PM-4PM,6,109,116,133,252,256,257,372,374,*,*,*,*,*,*,20,8,8,4,9,14,12,20,16,0,0,0,0,0,0,4,3,3,2,3,3,3,4,3,0,0,0,0,0,0
118,female,21-35,Philippines,8,1PM-4PM,3,5,126,128,133,137,245,366,*,*,*,*,*,*,*,19,9,28,17,27,32,15,9,0,0,0,0,0,0,0,4,3,5,4,5,5,3,3,0,0,0,0,0,0,0
119,male,21-35,Egypt,7,1PM-4PM,1,109,110,136,137,245,252,*,*,*,*,*,*,*,*,6,21,9,27,36,7,20,0,0,0,0,0,0,0,0,2,4,3,5,5,3,4,0,0,0,0,0,0,0,0
