id,genders,ages,nationalities,number_of_stops,time_of_day,market_0,market_1,market_2,market_3,market_4,market_5,market_6,market_7,market_8,market_9,market_10,market_11,market_12,market_13,market_14,time_market_0,time_market_1,time_market_2,time_market_3,time_market_4,time_market_5,time_market_6,time_market_7,time_market_8,time_market_9,time_market_10,time_market_11,time_market_12,time_market_13,time_market_14,rate_market_0,rate_market_1,rate_market_2,rate_market_3,rate_market_4,rate_market_5,rate_market_6,rate_market_7,rate_market_8,rate_market_9,rate_market_10,rate_market_11,rate_market_12,rate_market_13,rate_market_14
42,male,21-35,Others,9,1PM-4PM,1,2,7,126,127,133,256,361,362,*,*,*,*,*,*,14,7,23,11,12,20,14,5,5,0,0,0,0,0,0,3,3,4,3,3,4,3,2,2,0,0,0,0,0,0
43,female,21-35,Philippines,8,1PM-4PM,0,2,3,4,120,362,370,371,*,*,*,*,*,*,*,10,20,6,11,6,6,10,19,0,0,0,0,0,0,0,3,4,2,3,2,2,3,4,0,0,0,0,0,0,0
44,female,21-35,Philippines,10,12AM-8AM,3,120,121,244,245,361,362,363,365,366,*,*,*,*,*,8,15,7,5,11,10,7,15,14,15,0,0,0,0,0,3,3,3,2,3,3,3,3,3,3,0,0,0,0,0
45,female,21-35,Philippines,11,4PM-8PM,0,2,109,110,124,126,139,244,256,361,367,*,*,*,*,17,5,12,11,3,4,10,10,16,12,12,0,0,0,0,4,2,3,3,2,2,3,3,3,3,3,0,0,0,0
46,male,21-35,Others,8,1PM-4PM,110,127,244,245,252,256,361,367,*,*,*,*,*,*,*,24,29,16,13,9,12,26,9,0,0,0,0,0,0,0,5,5,3,3,3,3,5,3,0,0,0,0,0,0,0
47,male,21-35,Philippines,7,1PM-4PM,123,128,135,252,253,361,374,*,*,*,*,*,*,*,*,6,4,10,9,14,8,12,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,0,0,0,0,0,0,0,0
48,female,21-35,Others,10,1PM-4PM,0,3,121,127,141,245,255,362,367,374,*,*,*,*,*,7,7,21,15,18,8,24,19,21,17,0,0,0,0,0,3,3,4,3,4,3,5,4,4,4,0,0,0,0,0
49,female,21-35,SriLanka,10,1PM-4PM,5,6,121,124,133,244,245,247,363,366,*,*,*,*,*,5,3,13,12,16,11,9,3,10,12,0,0,0,0,0,2,2,3,3,3,3,3,2,3,3,0,0,0,0,0
50,male,21-35,Philippines,7,12AM-8AM,1,120,126,136,247,256,257,*,*,*,*,*,*,*,*,8,28,19,43,25,35,18,0,0,0,0,0,0,0,0,3,5,4,5,5,5,4,0,0,0,0,0,0,0,0
51,female,21-35,Others,8,8PM-12PM,0,1,121,244,245,255,256,361,*,*,*,*,*,*,*,16,17,15,5,9,7,15,21,0,0,0,0,0,0,0,3,4,3,2,3,3,3,4,0,0,0,0,0,0,0
52,female,21-35,Philippines,10,4PM-8PM,0,5,133,136,138,139,255,256,363,367,*,*,*,*,*,9,9,8,15,11,10,7,14,6,12,0,0,0,0,0,3,3,3,3,3,3,3,3,2,3,0,0,0,0,0
53,male,21-35,Philippines,7,8PM-12PM,3,245,247,251,257,361,370,*,*,*,*,*,*,*,*,24,29,13,19,26,11,9,0,0,0,0,0,0,0,0,5,5,3,4,5,3,3,0,0,0,0,0,0,0,0
54,male,21-35,India,8,8PM-12PM,4,123,126,137,244,245,256,367,*,*,*,*,*,*,*,21,21,7,14,17,15,20,8,0,0,0,0,0,0,0,4,4,3,3,4,3,4,3,0,0,0,0,0,0,0
55,female,21-35,Others,10,8PM-12PM,1,4,124,139,245,246,250,257,361,362,*,*,*,*,*,9,2,7,6,6,3,4,2,6,1,0,0,0,0,0,3,1,3,2,2,2,2,1,2,1,0,0,0,0,0
56,male,21-35,Pakistan,9,4PM-8PM,0,3,4,126,246,252,257,368,369,*,*,*,*,*,*,14,7,9,14,12,9,3,6,2,0,0,0,0,0,0,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0
57,male,21-35,India,9,8PM-12PM,0,1,120,127,136,244,252,365,368,*,*,*,*,*,*,17,16,3,5,13,14,17,12,4,0,0,0,0,0,0,4,3,2,2,3,3,4,3,2,0,0,0,0,0,0
58,male,21-35,Philippines,9,4PM-8PM,1,3,109,131,136,245,247,250,366,*,*,*,*,*,*,9,19,10,10,16,28,35,12,12,0,0,0,0,0,0,3,4,3,3,3,5,5,3,3,0,0,0,0,0,0
59,female,21-35,Philippines,9,4PM-8PM,0,110,128,133,135,244,250,361,371,*,*,*,*,*,*,12,17,20,20,21,22,22,6,10,0,0,0,0,0,0,3,4,4,4,4,4,4,2,3,0,0,0,0,0,0
60,female,21-35,Pakistan,8,1PM-4PM,0,124,244,247,258,369,370,374,*,*,*,*,*,*,*,6,17,22,25,15,10,27,11,0,0,0,0,0,0,0,2,4,4,5,3,3,5,3,0,0,0,0,0,0,0
61,male,21-35,Philippines,8,8PM-12PM,1,3,4,126,253,361,363,366,*,*,*,*,*,*,*,14,8,7,9,17,17,9,9,0,0,0,0,0,0,0,3,3,3,3,4,4,3,3,0,0,0,0,0,0,0
62,male,21-35,BAE,7,12AM-8AM,1,2,4,127,133,252,363,*,*,*,*,*,*,*,*,12,22,21,10,20,29,30,0,0,0,0,0,0,0,0,3,4,4,3,4,5,5,0,0,0,0,0,0,0,0
63,female,55-99,Others,9,4PM-8PM,109,110,114,116,127,245,256,361,362,*,*,*,*,*,*,10,10,9,3,5,7,3,10,7,0,0,0,0,0,0,3,3,3,2,2,3,2,3,3,0,0,0,0,0,0
64,male,41-55,Others,8,8PM-12PM,5,6,114,122,139,252,258,370,*,*,*,*,*,*,*,22,5,8,20,23,16,6,12,0,0,0,0,0,0,0,4,2,3,4,4,3,2,3,0,0,0,0,0,0,0
65,male,21-35,Egypt,7,4PM-8PM,1,3,245,252,362,368,369,*,*,*,*,*,*,*,*,13,29,25,26,20,15,11,0,0,0,0,0,0,0,0,3,5,5,5,4,3,3,0,0,0,0,0,0,0,0
66,male,41-55,Pakistan,8,12AM-8AM,5,6,121,245,252,258,363,372,*,*,*,*,*,*,*,25,28,19,19,7,24,31,9,0,0,0,0,0,0,0,5,5,4,4,3,5,5,3,0,0,0,0,0,0,0
67,male,41-55,India,8,1PM-4PM,5,110,123,130,136,252,256,258,*,*,*,*,*,*,*,16,14,12,16,16,15,17,3,0,0,0,0,0,0,0,3,3,3,3,3,3,4,2,0,0,0,0,0,0,0
68,female,21-35,Nigeria,10,8PM-12PM,2,124,127,132,139,244,245,247,258,374,*,*,*,*,*,3,10,15,13,16,22,8,10,16,18,0,0,0,0,0,2,3,3,3,3,4,3,3,3,4,0,0,0,0,0
69,male,41-55,Others,10,8AM-11AM,1,4,7,109,124,135,139,244,258,372,*,*,*,*,*,25,21,19,25,24,21,6,8,15,10,0,0,0,0,0,5,4,4,5,5,4,2,3,3,3,0,0,0,0,0
70,female,21-35,India,8,8AM-11AM,117,121,123,124,244,245,362,367,*,*,*,*,*,*,*,25,12,16,6,21,6,24,27,0,0,0,0,0,0,0,5,3,3,2,4,2,5,5,0,0,0,0,0,0,0
71,female,21-35,India,9,8PM-12PM,2,3,5,6,119,133,247,252,370,*,*,*,*,*,*,23,5,7,23,21,19,14,29,13,0,0,0,0,0,0,4,2,3,4,4,4,3,5,3,0,0,0,0,0,0
72,male,21-35,India,7,4PM-8PM,0,1,133,246,361,362,367,*,*,*,*,*,*,*,*,9,16,9,12,12,21,12,0,0,0,0,0,0,0,0,3,3,3,3,3,4,3,0,0,0,0,0,0,0,0
73,female,21-35,Philippines,10,8PM-12PM,0,1,127,135,139,250,255,362,367,370,*,*,*,*,*,9,6,19,9,6,21,12,5,11,7,0,0,0,0,0,3,2,4,3,2,4,3,2,3,3,0,0,0,0,0
74,male,21-35,Others,7,8AM-11AM,2,6,124,127,136,253,363,*,*,*,*,*,*,*,*,9,16,15,5,10,8,4,0,0,0,0,0,0,0,0,3,3,3,2,3,3,2,0,0,0,0,0,0,0,0
75,male,41-55,India,7,4PM-8PM,0,120,121,123,129,259,362,*,*,*,*,*,*,*,*,10,16,10,11,15,12,12,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
76,male,21-35,India,7,8AM-11AM,109,111,136,252,361,367,368,*,*,*,*,*,*,*,*,35,16,27,11,46,12,11,0,0,0,0,0,0,0,0,5,3,5,3,5,3,3,0,0,0,0,0,0,0,0
77,male,36-40,Others,8,11AM-1PM,6,120,124,127,245,252,363,365,*,*,*,*,*,*,*,26,13,11,19,12,22,22,10,0,0,0,0,0,0,0,5,3,3,4,3,4,4,3,0,0,0,0,0,0,0
78,female,41-55,Philippines,10,1PM-4PM,5,7,114,121,135,245,255,257,367,371,*,*,*,*,*,11,26,7,10,6,8,12,14,7,8,0,0,0,0,0,3,5,3,3,2,3,3,3,3,3,0,0,0,0,0
79,male,21-35,India,8,12AM-8AM,2,3,121,133,250,257,361,369,*,*,*,*,*,*,*,15,15,16,16,20,19,16,9,0,0,0,0,0,0,0,3,3,3,3,4,4,3,3,0,0,0,0,0,0,0
80,male,21-35,Philippines,9,4PM-8PM,0,3,126,133,135,245,250,256,370,*,*,*,*,*,*,15,13,4,11,4,14,8,15,13,0,0,0,0,0,0,3,3,2,3,2,3,3,3,3,0,0,0,0,0,0
81,male,21-35,Nigeria,7,1PM-4PM,0,120,121,135,245,250,362,*,*,*,*,*,*,*,*,13,9,7,18,16,18,12,0,0,0,0,0,0,0,0,3,3,3,4,3,4,3,0,0,0,0,0,0,0,0
82,male,21-35,India,9,4PM-8PM,0,127,136,246,247,256,364,370,371,*,*,*,*,*,*,17,14,8,12,11,13,7,19,9,0,0,0,0,0,0,4,3,3,3,3,3,3,4,3,0,0,0,0,0,0
83,male,21-35,Egypt,8,8PM-12PM,135,137,246,255,256,362,364,367,*,*,*,*,*,*,*,23,22,22,7,21,11,14,15,0,0,0,0,0,0,0,4,4,4,3,4,3,3,3,0,0,0,0,0,0,0
84,male,21-35,Philippines,6,4PM-8PM,124,127,133,138,252,258,*,*,*,*,*,*,*,*,*,18,9,6,17,7,19,0,0,0,0,0,0,0,0,0,4,3,2,4,3,4,0,0,0,0,0,0,0,0,0
85,female,21-35,Pakistan,8,1PM-4PM,1,4,124,133,135,136,248,362,*,*,*,*,*,*,*,5,7,12,24,23,24,4,5,0,0,0,0,0,0,0,2,3,3,5,4,5,2,2,0,0,0,0,0,0,0
86,female,41-55,Afghanistan,9,1PM-4PM,5,109,115,248,255,258,259,364,374,*,*,*,*,*,*,17,10,19,8,13,12,20,18,8,0,0,0,0,0,0,4,3,4,3,3,3,4,4,3,0,0,0,0,0,0
87,female,21-35,Nigeria,9,8AM-11AM,5,6,114,124,135,251,256,363,367,*,*,*,*,*,*,11,19,18,7,15,7,4,6,10,0,0,0,0,0,0,3,4,4,3,3,3,2,2,3,0,0,0,0,0,0
88,female,21-35,India,9,1PM-4PM,0,2,3,120,121,139,245,248,363,*,*,*,*,*,*,7,6,12,19,26,8,9,9,16,0,0,0,0,0,0,3,2,3,4,5,3,3,3,3,0,0,0,0,0,0
89,male,36-40,Philippines,9,4PM-8PM,4,120,121,123,125,127,133,252,255,*,*,*,*,*,*,9,11,9,4,2,2,6,10,5,0,0,0,0,0,0,3,3,3,2,1,1,2,3,2,0,0,0,0,0,0
90,male,21-35,Philippines,6,1PM-4PM,1,5,109,139,244,368,*,*,*,*,*,*,*,*,*,27,30,21,28,11,20,0,0,0,0,0,0,0,0,0,5,5,4,5,3,4,0,0,0,0,0,0,0,0,0
91,female,21-35,India,10,8PM-12PM,1,5,124,135,245,247,249,362,365,367,*,*,*,*,*,6,9,6,3,7,6,6,9,8,5,0,0,0,0,0,2,3,2,2,3,2,2,3,3,2,0,0,0,0,0
92,male,36-40,Nigeria,8,8AM-11AM,1,3,121,133,256,367,370,372,*,*,*,*,*,*,*,27,16,7,11,5,7,10,8,0,0,0,0,0,0,0,5,3,3,3,2,3,3,3,0,0,0,0,0,0,0
93,male,21-35,India,9,11AM-1PM,6,110,133,135,137,245,247,256,361,*,*,*,*,*,*,19,5,7,16,10,13,10,16,11,0,0,0,0,0,0,4,2,3,3,3,3,3,3,3,0,0,0,0,0,0
94,female,21-35,India,8,11AM-1PM,2,124,126,245,246,361,362,370,*,*,*,*,*,*,*,10,20,22,27,23,16,14,15,0,0,0,0,0,0,0,3,4,4,5,4,3,3,3,0,0,0,0,0,0,0
95,male,21-35,India,7,8PM-12PM,4,120,123,245,247,361,366,*,*,*,*,*,*,*,*,30,28,39,18,8,36,18,0,0,0,0,0,0,0,0,5,5,5,4,3,5,4,0,0,0,0,0,0,0,0
96,female,21-35,Others,10,1PM-4PM,114,120,121,123,135,136,248,255,362,368,*,*,*,*,*,15,16,4,6,5,7,22,4,5,16,0,0,0,0,0,3,3,2,2,2,3,4,2,2,3,0,0,0,0,0
97,female,21-35,Philippines,9,1PM-4PM,2,5,120,135,139,249,252,361,362,*,*,*,*,*,*,7,15,8,21,9,7,9,17,9,0,0,0,0,0,0,3,3,3,4,3,3,3,4,3,0,0,0,0,0,0
98,female,21-35,Philippines,9,4PM-8PM,3,4,121,138,245,255,256,363,367,*,*,*,*,*,*,7,7,4,5,6,4,1,4,8,0,0,0,0,0,0,3,3,2,2,2,2,1,2,3,0,0,0,0,0,0
99,female,21-35,UK,9,8AM-11AM,0,4,5,121,136,139,246,361,365,*,*,*,*,*,*,3,15,13,14,19,13,19,3,11,0,0,0,0,0,0,2,3,3,3,4,3,4,2,3,0,0,0,0,0,0
100,female,21-35,India,9,8PM-12PM,0,3,120,124,127,135,139,245,361,*,*,*,*,*,*,10,6,13,20,21,5,6,7,10,0,0,0,0,0,0,3,2,3,4,4,2,2,3,3,0,0,0,0,0,0
101,male,21-35,Nigeria,8,1PM-4PM,0,1,3,6,135,245,247,252,*,*,*,*,*,*,*,27,28,19,18,19,27,13,24,0,0,0,0,0,0,0,5,5,4,4,4,5,3,5,0,0,0,0,0,0,0
102,male,41-55,Others,7,4PM-8PM,121,258,362,363,370,372,374,*,*,*,*,*,*,*,*,16,16,9,23,5,21,10,0,0,0,0,0,0,0,0,3,3,3,4,2,4,3,0,0,0,0,0,0,0,0
103,female,21-35,Others,8,11AM-1PM,5,109,121,124,245,248,370,374,*,*,*,*,*,*,*,16,12,21,9,7,6,20,11,0,0,0,0,0,0,0,3,3,4,3,3,2,4,3,0,0,0,0,0,0,0
104,male,41-55,Philippines,8,12AM-8AM,109,120,126,127,257,258,259,370,*,*,*,*,*,*,*,23,20,26,32,19,9,10,17,0,0,0,0,0,0,0,4,4,5,5,4,3,3,4,0,0,0,0,0,0,0
105,female,36-40,Philippines,10,12AM-8AM,3,116,135,136,250,256,257,362,364,367,*,*,*,*,*,6,16,6,16,11,6,5,4,10,15,0,0,0,0,0,2,3,2,3,3,2,2,2,3,3,0,0,0,0,0
106,female,21-35,India,9,12AM-8AM,0,1,127,133,245,361,362,366,367,*,*,*,*,*,*,8,8,24,11,17,5,12,24,24,0,0,0,0,0,0,3,3,5,3,4,2,3,5,5,0,0,0,0,0,0
107,female,21-35,Nepal,9,1PM-4PM,5,110,135,138,139,247,256,361,364,*,*,*,*,*,*,10,4,11,13,16,7,15,16,4,0,0,0,0,0,0,3,2,3,3,3,3,3,3,2,0,0,0,0,0,0
108,female,36-40,Others,9,4PM-8PM,4,114,119,120,127,133,245,248,372,*,*,*,*,*,*,7,12,4,5,6,10,11,12,13,0,0,0,0,0,0,3,3,2,2,2,3,3,3,3,0,0,0,0,0,0
109,female,21-35,India,10,8AM-11AM,1,5,121,124,128,139,245,362,365,374,*,*,*,*,*,6,17,22,18,9,6,12,7,11,24,0,0,0,0,0,2,4,4,4,3,2,3,3,3,5,0,0,0,0,0
110,female,21-35,Afghanistan,8,11AM-1PM,121,124,133,255,361,362,363,371,*,*,*,*,*,*,*,19,22,6,19,14,11,6,26,0,0,0,0,0,0,0,4,4,2,4,3,3,2,5,0,0,0,0,0,0,0
111,male,21-35,India,7,12AM-8AM,0,119,245,257,361,362,367,*,*,*,*,*,*,*,*,10,18,5,13,13,13,17,0,0,0,0,0,0,0,0,3,4,2,3,3,3,4,0,0,0,0,0,0,0,0
112,male,21-35,India,7,4PM-8PM,0,1,4,6,249,367,369,*,*,*,*,*,*,*,*,5,26,12,24,18,19,20,0,0,0,0,0,0,0,0,2,5,3,5,4,4,4,0,0,0,0,0,0,0,0
113,male,41-55,India,9,8AM-11AM,6,121,136,255,256,258,365,371,372,*,*,*,*,*,*,11,10,10,8,6,8,9,10,9,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,0,0,0,0,0,0
114,male,41-55,Philippines,7,8PM-12PM,6,124,246,252,256,258,369,*,*,*,*,*,*,*,*,5,19,24,17,4,16,20,0,0,0,0,0,0,0,0,2,4,5,4,2,3,4,0,0,0,0,0,0,0,0
115,female,41-55,Philippines,10,4PM-8PM,1,4,5,109,119,120,245,255,258,362,*,*,*,*,*,6,5,6,18,20,13,19,21,5,10,0,0,0,0,0,2,2,2,4,4,3,4,4,2,3,0,0,0,0,0
116,female,36-40,Philippines,11,4PM-8PM,0,3,5,6,120,255,256,257,361,366,374,*,*,*,*,9,24,15,8,16,10,9,15,10,4,17,0,0,0,0,3,5,3,3,3,3,3,3,3,2,4,0,0,0,0
117,female,21-35,Pakistan,10,4PM-8PM,1,3,121,133,134,244,245,362,363,369,*,*,*,*,*,13,15,7,22,13,25,25,15,15,20,0,0,0,0,0,3,3,3,4,3,5,5,3,3,4,0,0,0,0,0
118,male,21-35,India,7,1PM-4PM,0,2,5,245,247,250,366,*,*,*,*,*,*,*,*,13,9,14,25,16,19,5,0,0,0,0,0,0,0,0,3,3,3,5,3,4,2,0,0,0,0,0,0,0,0
119,male,41-55,Egypt,7,11AM-1PM,7,123,140,252,255,256,361,*,*,*,*,*,*,*,*,22,16,21,23,10,25,17,0,0,0,0,0,0,0,0,4,3,4,4,3,5,4,0,0,0,0,0,0,0,0
