id,genders,ages,nationalities,number_of_stops,time_of_day,market_0,market_1,market_2,market_3,market_4,market_5,market_6,market_7,market_8,market_9,market_10,market_11,market_12,market_13,market_14,time_market_0,time_market_1,time_market_2,time_market_3,time_market_4,time_market_5,time_market_6,time_market_7,time_market_8,time_market_9,time_market_10,time_market_11,time_market_12,time_market_13,time_market_14,rate_market_0,rate_market_1,rate_market_2,rate_market_3,rate_market_4,rate_market_5,rate_market_6,rate_market_7,rate_market_8,rate_market_9,rate_market_10,rate_market_11,rate_market_12,rate_market_13,rate_market_14
53,male,21-35,India,7,8PM-12PM,0,6,126,130,136,245,361,*,*,*,*,*,*,*,*,7,36,40,32,40,9,12,0,0,0,0,0,0,0,0,3,5,5,5,5,3,3,0,0,0,0,0,0,0,0
54,female,21-35,India,9,12AM-8AM,2,5,117,133,244,245,255,362,368,*,*,*,*,*,*,19,16,27,12,24,14,27,10,20,0,0,0,0,0,0,4,3,5,3,5,3,5,3,4,0,0,0,0,0,0
55,male,36-40,India,8,1PM-4PM,4,5,7,123,135,252,363,370,*,*,*,*,*,*,*,13,13,27,14,15,20,9,26,0,0,0,0,0,0,0,3,3,5,3,3,4,3,5,0,0,0,0,0,0,0
56,male,21-35,Philippines,7,4PM-8PM,2,123,133,136,245,246,361,*,*,*,*,*,*,*,*,19,9,17,5,23,6,17,0,0,0,0,0,0,0,0,4,3,4,2,4,2,4,0,0,0,0,0,0,0,0
57,female,21-35,Pakistan,10,12AM-8AM,0,5,124,126,139,249,250,361,362,363,*,*,*,*,*,8,12,5,10,15,9,15,11,16,12,0,0,0,0,0,3,3,2,3,3,3,3,3,3,3,0,0,0,0,0
58,male,21-35,India,8,12AM-8AM,0,2,4,121,139,245,252,361,*,*,*,*,*,*,*,12,14,19,11,17,20,6,23,0,0,0,0,0,0,0,3,3,4,3,4,4,2,4,0,0,0,0,0,0,0
59,male,36-40,India,9,12AM-8AM,2,3,6,120,127,136,249,258,362,*,*,*,*,*,*,19,12,17,9,5,28,14,20,12,0,0,0,0,0,0,4,3,4,3,2,5,3,4,3,0,0,0,0,0,0
60,male,41-55,Others,7,4PM-8PM,5,6,109,114,256,370,374,*,*,*,*,*,*,*,*,5,16,18,10,10,19,9,0,0,0,0,0,0,0,0,2,3,4,3,3,4,3,0,0,0,0,0,0,0,0
61,female,21-35,Philippines,11,12AM-8AM,0,120,124,126,133,136,244,245,361,362,366,*,*,*,*,10,11,10,12,6,7,3,10,2,11,9,0,0,0,0,3,3,3,3,2,3,2,3,1,3,3,0,0,0,0
62,female,21-35,India,11,12AM-8AM,3,4,124,133,245,258,361,362,363,364,367,*,*,*,*,8,21,7,22,8,4,11,9,26,14,15,0,0,0,0,3,4,3,4,3,2,3,3,5,3,3,0,0,0,0
63,male,36-40,India,7,1PM-4PM,0,4,6,123,127,256,257,*,*,*,*,*,*,*,*,3,10,14,3,11,15,8,0,0,0,0,0,0,0,0,2,3,3,2,3,3,3,0,0,0,0,0,0,0,0
64,male,21-35,India,7,4PM-8PM,1,4,109,250,365,367,371,*,*,*,*,*,*,*,*,25,19,20,6,5,19,21,0,0,0,0,0,0,0,0,5,4,4,2,2,4,4,0,0,0,0,0,0,0,0
65,male,21-35,India,7,11AM-1PM,0,1,119,130,250,252,367,*,*,*,*,*,*,*,*,11,9,11,11,12,12,5,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0
66,male,41-55,Nepal,9,4PM-8PM,4,7,109,121,123,256,258,367,370,*,*,*,*,*,*,23,15,7,22,7,6,24,8,19,0,0,0,0,0,0,4,3,3,4,3,2,5,3,4,0,0,0,0,0,0
67,male,41-55,Philippines,7,8PM-12PM,3,6,108,109,123,252,256,*,*,*,*,*,*,*,*,23,13,10,25,14,19,16,0,0,0,0,0,0,0,0,4,3,3,5,3,4,3,0,0,0,0,0,0,0,0
68,female,36-40,Philippines,9,1PM-4PM,1,2,116,121,124,126,139,246,361,*,*,*,*,*,*,5,19,5,22,17,15,12,22,11,0,0,0,0,0,0,2,4,2,4,4,3,3,4,3,0,0,0,0,0,0
69,female,21-35,India,10,8AM-11AM,0,5,121,245,250,255,256,361,363,366,*,*,*,*,*,14,12,17,17,8,18,17,13,9,4,0,0,0,0,0,3,3,4,4,3,4,4,3,3,2,0,0,0,0,0
70,male,21-35,Philippines,9,11AM-1PM,1,2,121,126,245,247,252,361,367,*,*,*,*,*,*,14,25,8,12,20,5,5,7,16,0,0,0,0,0,0,3,5,3,3,4,2,2,3,3,0,0,0,0,0,0
71,female,21-35,Philippines,9,8PM-12PM,1,3,117,126,127,141,252,257,361,*,*,*,*,*,*,10,14,7,7,18,10,6,4,5,0,0,0,0,0,0,3,3,3,3,4,3,2,2,2,0,0,0,0,0,0
72,female,36-40,India,12,8PM-12PM,1,3,5,121,123,124,136,248,252,361,362,367,*,*,*,17,8,7,4,15,4,15,14,13,7,11,6,0,0,0,4,3,3,2,3,2,3,3,3,3,3,2,0,0,0
73,male,21-35,Philippines,5,4PM-8PM,0,1,135,257,370,*,*,*,*,*,*,*,*,*,*,25,17,36,17,10,0,0,0,0,0,0,0,0,0,0,5,4,5,4,3,0,0,0,0,0,0,0,0,0,0
74,male,41-55,India,8,12AM-8AM,5,6,120,124,126,256,258,371,*,*,*,*,*,*,*,27,15,24,16,12,18,32,32,0,0,0,0,0,0,0,5,3,5,3,3,4,5,5,0,0,0,0,0,0,0
75,female,21-35,Others,8,8AM-11AM,0,5,120,121,124,127,245,362,*,*,*,*,*,*,*,17,12,21,8,12,11,13,5,0,0,0,0,0,0,0,4,3,4,3,3,3,3,2,0,0,0,0,0,0,0
76,female,41-55,India,9,1PM-4PM,5,109,121,133,243,248,252,258,363,*,*,*,*,*,*,16,5,11,20,12,14,6,14,12,0,0,0,0,0,0,3,2,3,4,3,3,2,3,3,0,0,0,0,0,0
77,male,21-35,India,8,12AM-8AM,1,5,109,133,245,256,363,366,*,*,*,*,*,*,*,14,25,19,7,8,10,15,12,0,0,0,0,0,0,0,3,5,4,3,3,3,3,3,0,0,0,0,0,0,0
78,male,21-35,India,9,8AM-11AM,1,5,123,135,245,247,252,255,364,*,*,*,*,*,*,16,7,13,17,13,17,13,10,12,0,0,0,0,0,0,3,3,3,4,3,4,3,3,3,0,0,0,0,0,0
79,female,21-35,Philippines,10,1PM-4PM,0,1,114,116,133,245,256,361,362,368,*,*,*,*,*,15,9,23,16,9,15,18,22,26,13,0,0,0,0,0,3,3,4,3,3,3,4,4,5,3,0,0,0,0,0
80,female,36-40,Philippines,10,1PM-4PM,3,4,5,117,121,256,361,362,367,371,*,*,*,*,*,9,3,8,15,9,9,16,11,16,9,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,0,0,0,0,0
81,male,21-35,Philippines,7,11AM-1PM,2,3,6,139,246,252,367,*,*,*,*,*,*,*,*,7,25,10,21,26,12,19,0,0,0,0,0,0,0,0,3,5,3,4,5,3,4,0,0,0,0,0,0,0,0
82,female,21-35,Philippines,8,11AM-1PM,0,121,124,139,244,245,252,361,*,*,*,*,*,*,*,22,19,21,21,26,22,17,28,0,0,0,0,0,0,0,4,4,4,4,5,4,4,5,0,0,0,0,0,0,0
83,male,21-35,India,6,4PM-8PM,109,136,246,250,252,255,*,*,*,*,*,*,*,*,*,10,15,27,11,23,29,0,0,0,0,0,0,0,0,0,3,3,5,3,4,5,0,0,0,0,0,0,0,0,0
84,male,41-55,Others,8,12AM-8AM,109,123,126,245,256,258,362,374,*,*,*,*,*,*,*,16,17,15,7,21,21,14,21,0,0,0,0,0,0,0,3,4,3,3,4,4,3,4,0,0,0,0,0,0,0
85,female,21-35,Philippines,9,11AM-1PM,2,4,5,116,120,123,135,245,256,*,*,*,*,*,*,3,11,10,5,10,9,2,12,12,0,0,0,0,0,0,2,3,3,2,3,3,1,3,3,0,0,0,0,0,0
86,female,21-35,Others,10,4PM-8PM,1,4,110,127,139,245,248,362,363,366,*,*,*,*,*,13,17,18,12,14,13,9,18,4,10,0,0,0,0,0,3,4,4,3,3,3,3,4,2,3,0,0,0,0,0
87,male,41-55,India,8,4PM-8PM,4,5,6,109,123,126,252,258,*,*,*,*,*,*,*,10,9,7,24,12,13,26,22,0,0,0,0,0,0,0,3,3,3,5,3,3,5,4,0,0,0,0,0,0,0
88,female,21-35,Philippines,11,4PM-8PM,0,4,119,129,139,244,248,255,362,367,368,*,*,*,*,15,6,3,12,11,5,10,3,11,6,13,0,0,0,0,3,2,2,3,3,2,3,2,3,2,3,0,0,0,0
89,male,21-35,India,6,4PM-8PM,0,120,245,246,361,366,*,*,*,*,*,*,*,*,*,21,10,13,12,3,18,0,0,0,0,0,0,0,0,0,4,3,3,3,2,4,0,0,0,0,0,0,0,0,0
90,female,21-35,Pakistan,9,8AM-11AM,1,2,138,141,244,245,249,252,361,*,*,*,*,*,*,20,4,15,16,13,16,7,13,11,0,0,0,0,0,0,4,2,3,3,3,3,3,3,3,0,0,0,0,0,0
91,male,21-35,India,6,8PM-12PM,0,123,126,245,257,367,*,*,*,*,*,*,*,*,*,14,53,45,11,14,11,0,0,0,0,0,0,0,0,0,3,5,5,3,3,3,0,0,0,0,0,0,0,0,0
92,male,36-40,Philippines,6,8PM-12PM,3,5,121,126,361,372,*,*,*,*,*,*,*,*,*,10,7,13,16,19,26,0,0,0,0,0,0,0,0,0,3,3,3,3,4,5,0,0,0,0,0,0,0,0,0
93,female,21-35,India,9,12AM-8AM,1,2,4,110,124,133,257,364,367,*,*,*,*,*,*,19,21,10,23,20,21,23,10,14,0,0,0,0,0,0,4,4,3,4,4,4,4,3,3,0,0,0,0,0,0
94,male,36-40,India,7,8AM-11AM,2,5,120,136,252,256,362,*,*,*,*,*,*,*,*,27,11,8,9,12,37,36,0,0,0,0,0,0,0,0,5,3,3,3,3,5,5,0,0,0,0,0,0,0,0
95,female,21-35,India,11,4PM-8PM,1,121,133,136,139,244,245,252,255,256,370,*,*,*,*,16,10,7,14,12,13,9,2,12,10,8,0,0,0,0,3,3,3,3,3,3,3,1,3,3,3,0,0,0,0
96,male,21-35,India,8,1PM-4PM,3,4,121,123,136,245,256,257,*,*,*,*,*,*,*,18,10,9,14,23,21,23,5,0,0,0,0,0,0,0,4,3,3,3,4,4,4,2,0,0,0,0,0,0,0
97,female,41-55,Philippines,9,1PM-4PM,4,5,110,121,124,245,252,258,370,*,*,*,*,*,*,23,23,19,4,7,19,10,9,16,0,0,0,0,0,0,4,4,4,2,3,4,3,3,3,0,0,0,0,0,0
98,male,21-35,India,9,11AM-1PM,4,117,123,133,135,247,252,362,370,*,*,*,*,*,*,13,4,18,15,20,15,10,5,11,0,0,0,0,0,0,3,2,4,3,4,3,3,2,3,0,0,0,0,0,0
99,female,36-40,Philippines,8,8PM-12PM,0,1,6,121,255,258,370,374,*,*,*,*,*,*,*,5,12,21,17,25,16,16,7,0,0,0,0,0,0,0,2,3,4,4,5,3,3,3,0,0,0,0,0,0,0
100,female,41-55,India,8,12AM-8AM,4,6,108,109,133,136,258,374,*,*,*,*,*,*,*,20,8,27,27,18,23,27,25,0,0,0,0,0,0,0,4,3,5,5,4,4,5,5,0,0,0,0,0,0,0
101,male,21-35,India,7,12AM-8AM,120,126,135,244,247,361,374,*,*,*,*,*,*,*,*,5,22,23,12,8,15,18,0,0,0,0,0,0,0,0,2,4,4,3,3,3,4,0,0,0,0,0,0,0,0
102,female,21-35,India,11,8PM-12PM,0,4,110,135,139,141,245,246,249,258,362,*,*,*,*,18,15,12,20,23,20,11,7,6,21,21,0,0,0,0,4,3,3,4,4,4,3,3,2,4,4,0,0,0,0
103,male,21-35,Philippines,7,8PM-12PM,0,1,6,137,139,244,250,*,*,*,*,*,*,*,*,18,15,5,17,16,15,20,0,0,0,0,0,0,0,0,4,3,2,4,3,3,4,0,0,0,0,0,0,0,0
104,male,36-40,India,7,1PM-4PM,1,4,6,127,252,363,374,*,*,*,*,*,*,*,*,26,32,26,15,12,12,28,0,0,0,0,0,0,0,0,5,5,5,3,3,3,5,0,0,0,0,0,0,0,0
105,female,21-35,Others,8,12AM-8AM,4,7,124,126,249,252,361,363,*,*,*,*,*,*,*,7,21,20,22,23,22,31,16,0,0,0,0,0,0,0,3,4,4,4,4,4,5,3,0,0,0,0,0,0,0
106,female,21-35,Pakistan,10,8AM-11AM,0,108,109,114,126,135,136,255,361,363,*,*,*,*,*,12,4,15,9,23,10,4,9,13,6,0,0,0,0,0,3,2,3,3,4,3,2,3,3,2,0,0,0,0,0
107,male,21-35,Philippines,8,8PM-12PM,109,127,252,257,362,366,367,370,*,*,*,*,*,*,*,9,22,35,29,10,7,7,15,0,0,0,0,0,0,0,3,4,5,5,3,3,3,3,0,0,0,0,0,0,0
108,male,41-55,Others,7,12AM-8AM,120,123,127,252,362,371,374,*,*,*,*,*,*,*,*,14,4,13,25,17,8,25,0,0,0,0,0,0,0,0,3,2,3,5,4,3,5,0,0,0,0,0,0,0,0
109,female,36-40,India,9,1PM-4PM,4,5,120,135,245,252,256,363,366,*,*,*,*,*,*,14,7,14,6,14,2,15,9,13,0,0,0,0,0,0,3,3,3,2,3,1,3,3,3,0,0,0,0,0,0
110,male,21-35,Philippines,9,1PM-4PM,1,2,6,109,126,135,246,362,369,*,*,*,*,*,*,17,4,13,20,14,4,18,8,21,0,0,0,0,0,0,4,2,3,4,3,2,4,3,4,0,0,0,0,0,0
111,female,41-55,Philippines,10,4PM-8PM,7,110,114,121,124,125,135,136,255,374,*,*,*,*,*,7,8,6,6,2,5,1,4,2,2,0,0,0,0,0,3,3,2,2,1,2,1,2,1,1,0,0,0,0,0
112,female,21-35,Others,10,8AM-11AM,3,110,114,120,127,136,138,244,245,361,*,*,*,*,*,6,10,7,5,6,3,10,9,3,7,0,0,0,0,0,2,3,3,2,2,2,3,3,2,3,0,0,0,0,0
113,male,36-40,Others,6,11AM-1PM,0,4,120,133,258,367,*,*,*,*,*,*,*,*,*,40,31,15,18,30,18,0,0,0,0,0,0,0,0,0,5,5,3,4,5,4,0,0,0,0,0,0,0,0,0
114,female,21-35,Philippines,10,1PM-4PM,3,120,124,135,139,244,245,255,257,361,*,*,*,*,*,5,11,4,7,11,10,11,4,7,4,0,0,0,0,0,2,3,2,3,3,3,3,2,3,2,0,0,0,0,0
115,female,21-35,India,10,4PM-8PM,0,3,116,120,135,252,255,257,369,374,*,*,*,*,*,9,17,21,14,10,13,12,15,14,6,0,0,0,0,0,3,4,4,3,3,3,3,3,3,2,0,0,0,0,0
116,male,21-35,India,8,4PM-8PM,1,6,120,121,135,252,363,370,*,*,*,*,*,*,*,5,22,18,22,11,7,12,30,0,0,0,0,0,0,0,2,4,4,4,3,3,3,5,0,0,0,0,0,0,0
117,male,21-35,Others,6,1PM-4PM,0,1,127,245,246,247,*,*,*,*,*,*,*,*,*,15,6,14,5,18,8,0,0,0,0,0,0,0,0,0,3,2,3,2,4,3,0,0,0,0,0,0,0,0,0
118,female,41-55,Others,11,12AM-8AM,0,4,5,6,109,114,121,245,248,255,258,*,*,*,*,6,8,7,4,9,4,2,10,11,8,8,0,0,0,0,2,3,3,2,3,2,1,3,3,3,3,0,0,0,0
119,female,21-35,India,9,12AM-8AM,3,110,133,244,245,255,361,363,366,*,*,*,*,*,*,12,21,14,24,9,23,15,13,14,0,0,0,0,0,0,3,4,3,5,3,4,3,3,3,0,0,0,0,0,0
